participant,group,condition,item_no,advTYPE,context_sentence,region1_text,region2_text,region3_text,region4_text,full_sentence,critical_token,R1_rt,R2_rt,R3_rt,R4_rt,R2_rt_resid,R3_rt_resid
7214685,Monolinguals,FR_Word_order,SVadvP_07,frequency,It is a big house with six bedrooms.,That girl, heard sometimes, loud music, during sleeping.,That girl heard sometimes loud music during sleeping.,sometimes,548.2,1878.9,796.5,946.8,543.124884662159,-320.2421689564851
7214685,Monolinguals,EN_Word_order,SadvPV_15,frequency,That store sells great sandwiches.,The woman, sometimes bought, a sandwich, for lunch.,The woman sometimes bought a sandwich for lunch.,sometimes,799.8,1270.0,788.3,692.2,-84.70024950380957,-328.44216895648515
7214685,Monolinguals,FR_Word_order,SVadvP_04,frequency,Garage sales are interesting.,Jimmy, sells usually, blue berries, in the garage.,Jimmy sells usually blue berries in the garage.,usually,514.0,1060.0,993.1,979.1,-237.92484700590398,-143.83584245175632
7214685,Monolinguals,EN_Word_order,SadvPV_10,frequency,Many people like to cook at home.,Linda, always cooks, sweet food, for the holidays.,Linda always cooks sweet food for the holidays.,always,500.0,972.9,587.0,1703.5,-306.0997128399355,-529.7421689564851
7214685,Monolinguals,FR_Word_order,SVadvP_18,manner,It's not easy to run away from a wild animal.,Winston, moved slowly, his feet, after seeing the wolf.,Winston moved slowly his feet after seeing the wolf.,slowly,561.6,865.2,1275.9,909.1,-413.7997128399354,179.35150453878623
7214685,Monolinguals,EN_Word_order,SadvPV_32,manner,It was 10am on a Monday.,That woman, quickly combed, her hair, before leaving home.,That woman quickly combed her hair before leaving home.,quickly,759.0,1183.8,760.5,923.1,-133.04998117187256,-336.04849546121386
7214685,Monolinguals,FR_Word_order,SVadvP_21,manner,No one has been to that house recently.,The man, discovered suddenly, a cloak, in the old garage.,The man discovered suddenly a cloak in the old garage.,suddenly,519.7,,1078.5,1367.3,,-7.951658713578354
7214685,Monolinguals,EN_Word_order,SadvPV_09,frequency,There was a storm coming.,Lisa, suddenly changed, her path, after hanging up the phone.,Lisa suddenly changed her path after hanging up the phone.,suddenly,556.0,947.5,696.7,1552.2,-407.2002495038096,-399.8484954612138
7214685,Monolinguals,FR_Word_order,SVadvP_02,frequency,It is funny to talk about someone's habits.,Mary, cleans always, her backpack, after school.,Mary cleans always her backpack after school.,always,527.4,1449.6,836.2,785.8,151.67515299409592,-300.7358424517563
7214685,Monolinguals,EN_Word_order,SadvPV_13,frequency,It is exhausting to drive for a whole day.,That driver, often drinks, some wine, after coming home.,That driver often drinks some wine after coming home.,often,511.6,1113.1,802.0,928.6,-165.89971283993555,-304.6453322088496
7214685,Monolinguals,FR_Word_order,SVadvP_03,frequency,Some people just like to do gardening themselves.,Tom, bought sometimes, flower seeds, before dinner.,Tom bought sometimes flower seeds before dinner.,sometimes,571.0,951.5,731.4,897.6,-403.2002495038096,-405.53584245175637
7214685,Monolinguals,EN_Word_order,SadvPV_14,frequency,There is no difficult assignment for this online course.,The students, always submit, their essays, before deadlines.,The students always submit their essays before deadlines.,always,1198.3,730.0,562.1,860.3,-567.924847005904,-574.8358424517563
7214685,Monolinguals,FR_Word_order,SVadvP_17,manner,There was a power outage going on.,That lady, washed quickly, her clothes, with her own hands.,That lady washed quickly her clothes with her own hands.,quickly,514.5,1217.9,471.1,1398.3,-98.94998117187242,-655.7390057041206
7214685,Monolinguals,EN_Word_order,SadvPV_29,manner,Nobody was listening to the host speaking.,The boy, quietly sent, an email, through his phone.,The boy quietly sent an email through his phone.,quietly,786.2,960.7,787.2,673.1,-318.2997128399354,-309.3484954612138
7214685,Monolinguals,EN_Word_order,SadvPV_30,manner,There was not a single fish in the river.,The man, carefully removed, the hook, before leaving.,The man carefully removed the hook before leaving.,carefully,517.4,690.5,691.5,689.3,-683.1253836697781,-405.04849546121386
7214685,Monolinguals,EN_Word_order,SadvPV_25,manner,The meeting was already over.,Mary, carefully held, the paper, after finishing talking.,Mary carefully held the paper after finishing talking.,carefully,525.7,1060.4,835.3,1288.3,-256.4499811718724,-271.34533220884964
7214685,Monolinguals,FR_Word_order,SVadvP_19,manner,Everybody was sleeping.,The man, checked quietly, the door, before he closed it.,The man checked quietly the door before he closed it.,quietly,448.8,1202.9,778.4,956.9,-132.87511533784095,-318.1484954612139
7214685,Monolinguals,EN_Word_order,SadvPV_27,manner,A storm was just on the way.,Michael,quickly closed,the window,in the corner.,Michael quickly closed the window in the corner.,quickly,1585.9,697.3,670.7,1681.5,-600.624847005904,-435.94533220884955
7214685,Monolinguals,EN_Word_order,SadvPV_28,manner,"Again, it was the reading time.",Linda, slowly opened, that book, on the table. ,Linda slowly opened that book on the table.,slowly,599.5,772.4,704.5,783.5,-525.524847005904,-402.1453322088496
7214685,Monolinguals,FR_Word_order,SVadvP_23,manner,It was a beautiful morning.,That lady, peeled slowly, a banana, before making coffee.,That lady peeled slowly a banana before making coffee.,slowly,563.9,999.5,639.3,1076.9,-298.424847005904,-457.2484954612139
7214685,Monolinguals,FR_Word_order,SVadvP_01,frequency,Everybody has a hobby.,John, watches often, television, at home.,John watches often television at home.,often,497.3,1094.3,677.1,693.8,-203.62484700590403,-439.6421689564851
7214685,Monolinguals,FR_Word_order,SVadvP_24,manner,There is an old car in the yard.,John, cleans quietly, the surface, every afternoon.,John cleans quietly the surface every afternoon.,quietly,720.5,1005.0,1012.2,752.4,-311.8499811718725,-114.63900570412056
7214685,Monolinguals,EN_Word_order,SadvPV_16,frequency,Some people like to save money for the future.,John, usually saves, ten dollars, every day.,John usually saves ten dollars every day.,usually,1327.9,683.1,919.9,698.0,-614.824847005904,-206.93900570412063
7216312,Monolinguals,FR_Word_order,SVadvP_17,manner,There was a power outage going on.,That lady, washed quickly, her clothes, with her own hands.,That lady washed quickly her clothes with her own hands.,quickly,587.0999999,2352.4,1507.5,973.0,1035.5500188281276,380.6609942958794
7216312,Monolinguals,FR_Word_order,SVadvP_08,frequency,Nobody knows how big their yard is.,The dog, catches usually, a frisbee, in the yard.,The dog catches usually a frisbee in the yard.,usually,508.1000004,851.3000002,1241.3,620.6999998,-484.47511513784104,134.65466779115036
7216312,Monolinguals,EN_Word_order,SadvPV_16,frequency,Some people like to save money for the future.,John, usually saves, ten dollars, every day.,John usually saves ten dollars every day.,usually,554.9000001,706.7999997,785.0,865.4000001,-591.124847305904,-341.8390057041206
7216312,Monolinguals,EN_Word_order,SadvPV_32,manner,It was 10am on a Monday.,That woman, quickly combed, her hair, before leaving home.,That woman quickly combed her hair before leaving home.,quickly,595.6999998,803.0,635.6999998,908.5999999,-513.8499811718725,-460.84849566121386
7216312,Monolinguals,FR_Word_order,SVadvP_07,frequency,It is a big house with six bedrooms.,That girl, heard sometimes, loud music, during sleeping.,That girl heard sometimes loud music during sleeping.,sometimes,737.0999999,2223.9,1049.7,929.5999999,888.124884662159,-67.04216895648506
7216312,Monolinguals,EN_Word_order,SadvPV_13,frequency,It is exhausting to drive for a whole day.,That driver, often drinks, some wine, after coming home.,That driver often drinks some wine after coming home.,often,687.4000001,1099.0,765.8999996,1691.0,-179.99971283993546,-340.7453326088496
7216312,Monolinguals,EN_Word_order,SadvPV_14,frequency,There is no difficult assignment for this online course.,The students, always submit, their essays, before deadlines.,The students always submit their essays before deadlines.,always,503.1999998,729.0,575.8000002,803.4000001,-568.924847005904,-561.1358422517563
7216312,Monolinguals,FR_Word_order,SVadvP_20,manner,This is a fantastic basketball game.,Tracy, shot carefully, the last ball, before the game ended.,Tracy shot carefully the last ball before the game ended.,carefully,513.3000002,1603.6,1011.3,1183.6,286.7500188281274,-135.7326791993919
7216312,Monolinguals,EN_Word_order,SadvPV_09,frequency,There was a storm coming.,Lisa, suddenly changed, her path, after hanging up the phone.,Lisa suddenly changed her path after hanging up the phone.,suddenly,523.9000001,991.4000001,838.0,937.5999999,-363.3002494038095,-258.54849546121386
7216312,Monolinguals,FR_Word_order,SVadvP_05,frequency,It is boring to spend several hours on a flight.,Kevin, reads often, a storybook, on the plane.,Kevin reads often a storybook on the plane.,often,673.1999998,701.0,592.2000003,872.0999999,-559.0745786739669,-534.6390054041206
7216312,Monolinguals,EN_Word_order,SadvPV_25,manner,The meeting was already over.,Mary, carefully held, the paper, after finishing talking.,Mary carefully held the paper after finishing talking.,carefully,525.4000001,988.7000003,621.7000003,1280.2,-328.14998087187246,-484.94533190884954
7216312,Monolinguals,FR_Word_order,SVadvP_18,manner,It's not easy to run away from a wild animal.,Winston, moved slowly, his feet, after seeing the wolf.,Winston moved slowly his feet after seeing the wolf.,slowly,486.6999998,718.4000001,913.8000002,805.8999996,-560.5997127399354,-182.74849526121386
7216312,Monolinguals,FR_Word_order,SVadvP_04,frequency,Garage sales are interesting.,Jimmy, sells usually, blue berries, in the garage.,Jimmy sells usually blue berries in the garage.,usually,733.1999998,694.5,919.8000002,559.6999998,-603.424847005904,-217.13584225175634
7216312,Monolinguals,FR_Word_order,SVadvP_22,manner,Enemies were approaching.,Harry, swang quickly, his wand, for an old spell.,Harry swang quickly his wand for an old spell.,quickly,539.5,,949.5999999,1063.6,,-146.94849556121392
7216312,Monolinguals,EN_Word_order,SadvPV_30,manner,There was not a single fish in the river.,The man, carefully removed, the hook, before leaving.,The man carefully removed the hook before leaving.,carefully,551.3000002,1000.6,681.5,1371.4,-373.0253836697781,-415.04849546121386
7216312,Monolinguals,FR_Word_order,SVadvP_19,manner,Everybody was sleeping.,The man, checked quietly, the door, before he closed it.,The man checked quietly the door before he closed it.,quietly,731.4000001,1135.9,708.0,889.9000001,-199.87511533784095,-388.54849546121386
7216312,Monolinguals,EN_Word_order,SadvPV_12,frequency,There is always a beggar sitting beside the gate.,The girl, usually drops, three coins, for the beggar.,The girl usually drops three coins for the beggar.,usually,559.2000003,802.1999998,636.0,713.5999999,-495.724847205904,-490.8390057041206
7216312,Monolinguals,EN_Word_order,SadvPV_31,manner,Everybody was watching the show.,The policeman, suddenly entered, the hall, through a window.,The policeman suddenly entered the hall through a window.,suddenly,485.8000002,521.5,789.8000002,823.6999998,-833.2002495038096,-306.74849526121386
7216312,Monolinguals,FR_Word_order,SVadvP_01,frequency,Everybody has a hobby.,John, watches often, television, at home.,John watches often television at home.,often,721.4000001,923.1999998,664.9000001,725.5,-374.724847205904,-451.84216885648505
7216312,Monolinguals,EN_Word_order,SadvPV_15,frequency,That store sells great sandwiches.,The woman, sometimes bought, a sandwich, for lunch.,The woman sometimes bought a sandwich for lunch.,sometimes,407.0999999,1170.5,689.0999999,749.0999999,-184.20024950380957,-427.64216905648516
7216312,Monolinguals,FR_Word_order,SVadvP_06,frequency,There is a river nearby their house.,The boy, catches always, big fish, in that river.,The boy catches always big fish in that river.,always,669.9000001,926.5999999,649.4000001,764.7000003,-390.24998127187257,-447.1484953612138
7216312,Monolinguals,EN_Word_order,SadvPV_26,manner,Nobody wanted to say a word.,The manager, suddenly shredded, the script paper, after the speech.,The manager suddenly shredded the script paper after the speech.,suddenly,498.1999998,966.3000002,790.0999999,804.2000003,-407.3253834697781,-387.22318954229866
7216312,Monolinguals,FR_Word_order,SVadvP_23,manner,It was a beautiful morning.,That lady, peeled slowly, a banana, before making coffee.,That lady peeled slowly a banana before making coffee.,slowly,519.2999997,1335.0,814.0999999,971.2000003,37.075152994096015,-282.4484955612139
7216312,Monolinguals,EN_Word_order,SadvPV_28,manner,"Again, it was the reading time.",Linda, slowly opened, that book, on the table. ,Linda slowly opened that book on the table.,slowly,473.8000002,772.4000001,541.0,851.0999999,-525.5248469059039,-565.6453322088496
7216312,Monolinguals,EN_Word_order,SadvPV_29,manner,Nobody was listening to the host speaking.,The boy, quietly sent, an email, through his phone.,The boy quietly sent an email through his phone.,quietly,1220.2,968.4000001,656.0,521.5,-310.5997127399354,-440.54849546121386
7216312,Monolinguals,EN_Word_order,SadvPV_11,frequency,There are many ways to pay a bill.,The man, sometimes transferred, some money, with a mobile phone.,The man sometimes transferred some money with a mobile phone.,sometimes,388.5,653.0999999,631.5999999,819.5999999,-796.2259204336525,-485.14216905648516
7216312,Monolinguals,EN_Word_order,SadvPV_27,manner,A storm was just on the way.,Michael,quickly closed,the window,in the corner.,Michael quickly closed the window in the corner.,quickly,436.0,785.5,740.0999999,857.1999998,-512.424847005904,-366.54533230884965
7216312,Monolinguals,EN_Word_order,SadvPV_10,frequency,Many people like to cook at home.,Linda, always cooks, sweet food, for the holidays.,Linda always cooks sweet food for the holidays.,always,395.5,509.3999996,717.0,764.4000001,-769.5997132399355,-399.7421689564851
7216312,Monolinguals,FR_Word_order,SVadvP_24,manner,There is an old car in the yard.,John, cleans quietly, the surface, every afternoon.,John cleans quietly the surface every afternoon.,quietly,508.5,1993.2,699.9000001,792.0999999,676.3500188281275,-426.93900560412055
7216312,Monolinguals,FR_Word_order,SVadvP_02,frequency,It is funny to talk about someone's habits.,Mary, cleans always, her backpack, after school.,Mary cleans always her backpack after school.,always,642.4000001,838.3000002,,1373.9,-459.624846805904,
7216312,Monolinguals,FR_Word_order,SVadvP_03,frequency,Some people just like to do gardening themselves.,Tom, bought sometimes, flower seeds, before dinner.,Tom bought sometimes flower seeds before dinner.,sometimes,486.8999996,989.3000002,1043.9,2169.1,-365.4002493038096,-93.03584245175625
7218402,Ebilinguals,EN_Word_order,SadvPV_31,manner,Everybody was watching the show.,The policeman, suddenly entered, the hall, through a window.,The policeman suddenly entered the hall through a window.,suddenly,919.8000002,613.5999999,1064.5,1902.8,-741.1002496038096,-32.04849546121386
7218402,Ebilinguals,FR_Word_order,SVadvP_07,frequency,It is a big house with six bedrooms.,That girl, heard sometimes, loud music, during sleeping.,That girl heard sometimes loud music during sleeping.,sometimes,1016.3,2051.8,1046.4,1474.6,716.0248846621591,-70.34216895648501
7218402,Ebilinguals,EN_Word_order,SadvPV_25,manner,The meeting was already over.,Mary, carefully held, the paper, after finishing talking.,Mary carefully held the paper after finishing talking.,carefully,1673.1,1693.2,1105.7,1460.0,376.35001882812753,-0.9453322088495497
7218402,Ebilinguals,EN_Word_order,SadvPV_16,frequency,Some people like to save money for the future.,John, usually saves, ten dollars, every day.,John usually saves ten dollars every day.,usually,685.5999999,936.0999999,974.6000004,880.6000004,-361.82484710590404,-152.2390053041206
7218402,Ebilinguals,FR_Word_order,SVadvP_05,frequency,It is boring to spend several hours on a flight.,Kevin, reads often, a storybook, on the plane.,Kevin reads often a storybook on the plane.,often,785.5999999,840.4000001,674.3999996,971.3000002,-419.67457857396687,-452.4390061041206
7218402,Ebilinguals,EN_Word_order,SadvPV_15,frequency,That store sells great sandwiches.,The woman, sometimes bought, a sandwich, for lunch.,The woman sometimes bought a sandwich for lunch.,sometimes,803.2000003,895.0999999,730.5,1570.2,-459.60024960380963,-386.2421689564851
7218402,Ebilinguals,EN_Word_order,SadvPV_14,frequency,There is no difficult assignment for this online course.,The students, always submit, their essays, before deadlines.,The students always submit their essays before deadlines.,always,778.4000001,829.2999997,686.5,1049.7,-468.62484730590404,-450.43584245175634
7218402,Ebilinguals,EN_Word_order,SadvPV_12,frequency,There is always a beggar sitting beside the gate.,The girl, usually drops, three coins, for the beggar.,The girl usually drops three coins for the beggar.,usually,619.8999996,856.5,722.0,1675.9,-441.424847005904,-404.8390057041206
7218402,Ebilinguals,EN_Word_order,SadvPV_27,manner,A storm was just on the way.,Michael,quickly closed,the window,in the corner.,Michael quickly closed the window in the corner.,quickly,689.1999998,1207.1,1196.0,949.7000003,-90.82484700590408,89.3546677911504
7218402,Ebilinguals,FR_Word_order,SVadvP_22,manner,Enemies were approaching.,Harry, swang quickly, his wand, for an old spell.,Harry swang quickly his wand for an old spell.,quickly,1174.3,1921.5,840.9000001,871.6000004,623.575152994096,-255.6484953612138
7218402,Ebilinguals,FR_Word_order,SVadvP_23,manner,It was a beautiful morning.,That lady, peeled slowly, a banana, before making coffee.,That lady peeled slowly a banana before making coffee.,slowly,913.5999999,,992.0,874.7000003,,-104.54849546121386
7218402,Ebilinguals,FR_Word_order,SVadvP_02,frequency,It is funny to talk about someone's habits.,Mary, cleans always, her backpack, after school.,Mary cleans always her backpack after school.,always,788.5,1693.1,1072.6,1748.4,395.1751529940959,-64.33584245175643
7218402,Ebilinguals,EN_Word_order,SadvPV_09,frequency,There was a storm coming.,Lisa, suddenly changed, her path, after hanging up the phone.,Lisa suddenly changed her path after hanging up the phone.,suddenly,,,955.0999999,1736.4,,-141.44849556121392
7218402,Ebilinguals,FR_Word_order,SVadvP_21,manner,No one has been to that house recently.,The man, discovered suddenly, a cloak, in the old garage.,The man discovered suddenly a cloak in the old garage.,suddenly,871.4000001,1139.3,1128.8,,-272.1756520017152,42.3483412864216
7218402,Ebilinguals,EN_Word_order,SadvPV_28,manner,"Again, it was the reading time.",Linda, slowly opened, that book, on the table. ,Linda slowly opened that book on the table.,slowly,708.2999997,1272.2,539.9000001,1968.3,-25.72484700590394,-566.7453321088495
7218402,Ebilinguals,FR_Word_order,SVadvP_08,frequency,Nobody knows how big their yard is.,The dog, catches usually, a frisbee, in the yard.,The dog catches usually a frisbee in the yard.,usually,727.4000001,967.7000003,801.9000001,677.6999998,-368.075115037841,-304.74533210884954
7218402,Ebilinguals,FR_Word_order,SVadvP_18,manner,It's not easy to run away from a wild animal.,Winston, moved slowly, his feet, after seeing the wolf.,Winston moved slowly his feet after seeing the wolf.,slowly,597.7999997,642.3000002,1148.9,1076.5,-636.6997126399355,52.35150453878623
7218402,Ebilinguals,FR_Word_order,SVadvP_20,manner,This is a fantastic basketball game.,Tracy, shot carefully, the last ball, before the game ended.,Tracy shot carefully the last ball before the game ended.,carefully,1419.2,1179.6,950.0999999,1180.6,-137.2499811718726,-196.9326792993919
7218402,Ebilinguals,FR_Word_order,SVadvP_06,frequency,There is a river nearby their house.,The boy, catches always, big fish, in that river.,The boy catches always big fish in that river.,always,621.6999998,786.8000002,807.7000003,1719.0,-530.0499809718725,-288.8484951612138
7218402,Ebilinguals,FR_Word_order,SVadvP_03,frequency,Some people just like to do gardening themselves.,Tom, bought sometimes, flower seeds, before dinner.,Tom bought sometimes flower seeds before dinner.,sometimes,,1269.2,2244.4,903.6999998,-85.50024950380953,1107.4641575482437
7218402,Ebilinguals,EN_Word_order,SadvPV_10,frequency,Many people like to cook at home.,Linda, always cooks, sweet food, for the holidays.,Linda always cooks sweet food for the holidays.,always,522.0,673.0999999,912.5,1017.7,-605.8997129399355,-204.2421689564851
7218402,Ebilinguals,EN_Word_order,SadvPV_30,manner,There was not a single fish in the river.,The man, carefully removed, the hook, before leaving.,The man carefully removed the hook before leaving.,carefully,507.0,946.4000001,682.7000003,690.9000001,-427.22538356977805,-413.8484951612138
7218402,Ebilinguals,EN_Word_order,SadvPV_32,manner,It was 10am on a Monday.,That woman, quickly combed, her hair, before leaving home.,That woman quickly combed her hair before leaving home.,quickly,852.5,,863.7000003,1348.8,,-232.8484951612138
7218402,Ebilinguals,EN_Word_order,SadvPV_11,frequency,There are many ways to pay a bill.,The man, sometimes transferred, some money, with a mobile phone.,The man sometimes transferred some money with a mobile phone.,sometimes,614.1999998,962.5999999,707.0,721.1999998,-486.7259204336525,-409.7421689564851
7218402,Ebilinguals,FR_Word_order,SVadvP_19,manner,Everybody was sleeping.,The man, checked quietly, the door, before he closed it.,The man checked quietly the door before he closed it.,quietly,562.5999999,,1783.7,1448.2,,687.1515045387862
7218402,Ebilinguals,EN_Word_order,SadvPV_13,frequency,It is exhausting to drive for a whole day.,That driver, often drinks, some wine, after coming home.,That driver often drinks some wine after coming home.,often,1037.9,766.0999999,831.5,1442.4,-512.8997129399355,-275.1453322088496
7218402,Ebilinguals,FR_Word_order,SVadvP_01,frequency,Everybody has a hobby.,John, watches often, television, at home.,John watches often television at home.,often,551.7000003,1167.8,968.3000002,597.7000003,-130.12484700590403,-148.4421687564851
7218402,Ebilinguals,FR_Word_order,SVadvP_24,manner,There is an old car in the yard.,John, cleans quietly, the surface, every afternoon.,John cleans quietly the surface every afternoon.,quietly,716.5,1253.9,930.1000004,653.3000002,-62.94998117187242,-196.7390053041206
7218402,Ebilinguals,EN_Word_order,SadvPV_29,manner,Nobody was listening to the host speaking.,The boy, quietly sent, an email, through his phone.,The boy quietly sent an email through his phone.,quietly,496.3999996,738.3000002,1031.7,582.9000001,-540.6997126399355,-64.84849546121382
7218402,Ebilinguals,FR_Word_order,SVadvP_04,frequency,Garage sales are interesting.,Jimmy, sells usually, blue berries, in the garage.,Jimmy sells usually blue berries in the garage.,usually,481.7000003,963.2999997,1603.7,2059.3,-334.62484730590404,466.7641575482437
7218402,Ebilinguals,EN_Word_order,SadvPV_26,manner,Nobody wanted to say a word.,The manager, suddenly shredded, the script paper, after the speech.,The manager suddenly shredded the script paper after the speech.,suddenly,1794.2,1259.7,822.0999999,1135.4,-113.92538366977806,-355.22318954229866
7218701,Ebilinguals,FR_Word_order,SVadvP_05,frequency,It is boring to spend several hours on a flight.,Kevin, reads often, a storybook, on the plane.,Kevin reads often a storybook on the plane.,often,843.3,2358.4,2235.1,2349.9,1098.3254213260332,1108.2609942958793
7218701,Ebilinguals,FR_Word_order,SVadvP_17,manner,There was a power outage going on.,That lady, washed quickly, her clothes, with her own hands.,That lady washed quickly her clothes with her own hands.,quickly,,,2302.4,,,1175.5609942958795
7218701,Ebilinguals,EN_Word_order,SadvPV_29,manner,Nobody was listening to the host speaking.,The boy, quietly sent, an email, through his phone.,The boy quietly sent an email through his phone.,quietly,1326.7,,,1268.4,,
7218701,Ebilinguals,EN_Word_order,SadvPV_31,manner,Everybody was watching the show.,The policeman, suddenly entered, the hall, through a window.,The policeman suddenly entered the hall through a window.,suddenly,1032.7,1192.9,1318.4,1952.0,-161.80024950380948,221.85150453878623
7218701,Ebilinguals,EN_Word_order,SadvPV_12,frequency,There is always a beggar sitting beside the gate.,The girl, usually drops, three coins, for the beggar.,The girl usually drops three coins for the beggar.,usually,999.9,1376.7,1434.4,1310.6,78.77515299409606,307.5609942958795
7218701,Ebilinguals,EN_Word_order,SadvPV_30,manner,There was not a single fish in the river.,The man, carefully removed, the hook, before leaving.,The man carefully removed the hook before leaving.,carefully,743.9,1047.5,1169.1,,-326.1253836697781,72.55150453878605
7218701,Ebilinguals,FR_Word_order,SVadvP_08,frequency,Nobody knows how big their yard is.,The dog, catches usually, a frisbee, in the yard.,The dog catches usually a frisbee in the yard.,usually,1106.9,1843.2,1998.3,1582.3,507.424884662159,891.6546677911504
7218701,Ebilinguals,FR_Word_order,SVadvP_23,manner,It was a beautiful morning.,That lady, peeled slowly, a banana, before making coffee.,That lady peeled slowly a banana before making coffee.,slowly,1185.3,1359.8,1237.8,2105.1,61.87515299409597,141.2515045387861
7218701,Ebilinguals,FR_Word_order,SVadvP_21,manner,No one has been to that house recently.,The man, discovered suddenly, a cloak, in the old garage.,The man discovered suddenly a cloak in the old garage.,suddenly,1390.0,1232.6,1495.2,1634.6,-178.87565200171525,408.7483412864217
7218701,Ebilinguals,FR_Word_order,SVadvP_03,frequency,Some people just like to do gardening themselves.,Tom, bought sometimes, flower seeds, before dinner.,Tom bought sometimes flower seeds before dinner.,sometimes,1558.2,1363.3,,1435.6,8.599750496190381,
7218701,Ebilinguals,FR_Word_order,SVadvP_02,frequency,It is funny to talk about someone's habits.,Mary, cleans always, her backpack, after school.,Mary cleans always her backpack after school.,always,1901.0,2168.3,2023.2,1866.6,870.3751529940962,886.2641575482437
7218701,Ebilinguals,EN_Word_order,SadvPV_11,frequency,There are many ways to pay a bill.,The man, sometimes transferred, some money, with a mobile phone.,The man sometimes transferred some money with a mobile phone.,sometimes,,1936.7,1009.3,1323.0,487.3740796663476,-107.44216895648515
7218701,Ebilinguals,EN_Word_order,SadvPV_13,frequency,It is exhausting to drive for a whole day.,That driver, often drinks, some wine, after coming home.,That driver often drinks some wine after coming home.,often,1870.1,1306.3,1082.9,,27.3002871600645,-23.745332208849504
7218701,Ebilinguals,EN_Word_order,SadvPV_26,manner,Nobody wanted to say a word.,The manager, suddenly shredded, the script paper, after the speech.,The manager suddenly shredded the script paper after the speech.,suddenly,1087.3,1675.9,1493.2,1459.5,302.274616330222,315.87681055770145
7218701,Ebilinguals,FR_Word_order,SVadvP_07,frequency,It is a big house with six bedrooms.,That girl, heard sometimes, loud music, during sleeping.,That girl heard sometimes loud music during sleeping.,sometimes,,,1048.8,1573.6,,-67.94216895648515
7218701,Ebilinguals,FR_Word_order,SVadvP_04,frequency,Garage sales are interesting.,Jimmy, sells usually, blue berries, in the garage.,Jimmy sells usually blue berries in the garage.,usually,1054.8,1271.4,1576.3,1508.2,-26.524847005903894,439.3641575482436
7218701,Ebilinguals,EN_Word_order,SadvPV_09,frequency,There was a storm coming.,Lisa, suddenly changed, her path, after hanging up the phone.,Lisa suddenly changed her path after hanging up the phone.,suddenly,784.5999999,1495.5,902.8,1828.5,140.79975049619043,-193.7484954612139
7218701,Ebilinguals,EN_Word_order,SadvPV_25,manner,The meeting was already over.,Mary, carefully held, the paper, after finishing talking.,Mary carefully held the paper after finishing talking.,carefully,1986.8,1165.8,1126.6,2145.1,-151.04998117187256,19.954667791150314
7218701,Ebilinguals,FR_Word_order,SVadvP_22,manner,Enemies were approaching.,Harry, swang quickly, his wand, for an old spell.,Harry swang quickly his wand for an old spell.,quickly,932.5999999,1436.3,1083.8,1523.9,138.37515299409597,-12.748495461213906
7218701,Ebilinguals,FR_Word_order,SVadvP_01,frequency,Everybody has a hobby.,John, watches often, television, at home.,John watches often television at home.,often,794.6,869.6999999,875.0,803.5,-428.224847105904,-241.7421689564851
7218701,Ebilinguals,FR_Word_order,SVadvP_06,frequency,There is a river nearby their house.,The boy, catches always, big fish, in that river.,The boy catches always big fish in that river.,always,896.1999999,801.3,701.7,1141.4,-515.5499811718726,-394.8484954612138
7218701,Ebilinguals,FR_Word_order,SVadvP_20,manner,This is a fantastic basketball game.,Tracy, shot carefully, the last ball, before the game ended.,Tracy shot carefully the last ball before the game ended.,carefully,1157.1,,1035.1,889.8,,-111.93267919939194
7218701,Ebilinguals,EN_Word_order,SadvPV_28,manner,"Again, it was the reading time.",Linda, slowly opened, that book, on the table. ,Linda slowly opened that book on the table.,slowly,857.4,839.0,951.3,652.8000001,-458.924847005904,-155.34533220884964
7218701,Ebilinguals,FR_Word_order,SVadvP_24,manner,There is an old car in the yard.,John, cleans quietly, the surface, every afternoon.,John cleans quietly the surface every afternoon.,quietly,723.6,2332.1,741.5,1053.8,1015.2500188281274,-385.3390057041206
7218701,Ebilinguals,FR_Word_order,SVadvP_19,manner,Everybody was sleeping.,The man, checked quietly, the door, before he closed it.,The man checked quietly the door before he closed it.,quietly,774.6999999,1777.1,734.7,1146.8,441.32488466215887,-361.8484954612138
7218701,Ebilinguals,FR_Word_order,SVadvP_18,manner,It's not easy to run away from a wild animal.,Winston, moved slowly, his feet, after seeing the wolf.,Winston moved slowly his feet after seeing the wolf.,slowly,1053.6,1613.3,1521.9,896.8000001,334.3002871600645,425.35150453878623
7218701,Ebilinguals,EN_Word_order,SadvPV_15,frequency,That store sells great sandwiches.,The woman, sometimes bought, a sandwich, for lunch.,The woman sometimes bought a sandwich for lunch.,sometimes,1111.8,1025.1,1035.0,905.3,-329.60024950380966,-81.7421689564851
7218701,Ebilinguals,EN_Word_order,SadvPV_10,frequency,Many people like to cook at home.,Linda, always cooks, sweet food, for the holidays.,Linda always cooks sweet food for the holidays.,always,736.2,1449.3,1167.5,956.7,170.3002871600645,50.7578310435149
7218701,Ebilinguals,EN_Word_order,SadvPV_14,frequency,There is no difficult assignment for this online course.,The students, always submit, their essays, before deadlines.,The students always submit their essays before deadlines.,always,797.3,869.0,604.3000001,827.2,-428.924847005904,-532.6358423517563
